,label,entities,agents,activities,nodes,edges,diameter,assortativity,acc,acc_e,acc_a,acc_ag,mfd_e_e,mfd_e_a,mfd_e_ag,mfd_a_e,mfd_a_a,mfd_a_ag,mfd_ag_e,mfd_ag_a,mfd_ag_ag,mfd_der,powerlaw_alpha
21,requests,215,0,14,229,348,17,0.27853369547361484,0.39031986531986534,0.08547979797979799,1.0,0,21,15,0,18,15,0,0,0,0,22,-1.0
20,commissives,255,0,16,271,424,18,0.2080717254796961,0.3844155844155845,0.07662337662337662,1.0,0,25,18,0,19,17,0,0,0,0,26,-1.0
23,assertives,262,0,17,279,440,18,0.24355770675170443,0.3792490118577075,0.08963831867057674,0.9777777777777777,0,27,19,0,19,18,0,0,0,0,28,-1.0
25,instruction,229,0,15,244,383,17,0.22952901563895775,0.3770454545454546,0.08945005611672278,0.9743589743589743,0,23,16,0,17,13,0,0,0,0,24,-1.0
24,instruction,211,0,13,224,333,18,0.2606425880393878,0.3804812834224599,0.0986824769433465,0.9696969696969696,0,21,15,0,18,12,0,0,0,0,21,-1.0
27,assertives,255,0,18,273,417,18,0.2553426573075078,0.3832980972515857,0.09707419017763845,0.9761904761904762,0,27,16,0,25,16,0,0,0,0,28,-1.0
26,requests,261,0,17,278,437,17,0.23004676410099512,0.37779973649538867,0.08748778103616814,0.9777777777777777,0,27,16,0,19,15,0,0,0,0,28,-1.0
29,assertives,243,0,18,261,409,17,0.18751791529213757,0.3797744890768147,0.09184952978056427,0.9761904761904762,0,24,16,0,23,15,0,0,0,0,25,-1.0
28,assertives,260,0,19,279,438,18,0.19773354566281684,0.3792490118577076,0.08963831867057674,0.9777777777777777,0,26,17,0,25,17,0,0,0,0,27,-1.0
14,assertives,248,0,18,266,415,18,0.1890810748638965,0.3700413223140497,0.09828282828282828,0.9523809523809523,0,28,16,0,27,15,0,0,0,0,28,-1.0
15,assertives,260,0,19,279,432,19,0.15224382558877078,0.3715667311411993,0.09782196969696969,0.9555555555555555,0,27,17,0,26,16,0,0,0,0,28,-1.0
16,instruction,233,0,14,247,374,17,0.23325276753833135,0.38537878787878793,0.10179573512906845,0.9743589743589745,0,23,16,0,21,14,0,0,0,0,23,-1.0
17,requests,256,0,16,272,423,18,0.23838044993163582,0.3821475625823453,0.09393939393939392,0.9777777777777779,0,25,17,0,21,16,0,0,0,0,26,-1.0
10,requests,259,0,21,280,448,18,0.11908509509517641,0.3719268153230418,0.09385521885521884,0.9607843137254901,0,29,17,0,29,17,0,0,0,0,28,-1.0
11,instruction,248,0,20,268,425,17,0.12009847613505767,0.371939393939394,0.09598930481283421,0.9583333333333333,0,30,16,0,29,15,0,0,0,0,27,-1.0
12,commissives,264,0,19,283,443,17,0.19582890533495478,0.3673114119922631,0.0915719696969697,0.9555555555555555,0,29,16,0,27,14,0,0,0,0,30,-1.0
13,requests,258,0,19,277,437,17,0.18435752741083744,0.36872985170857514,0.09365530303030302,0.9555555555555555,0,28,17,0,28,17,0,0,0,0,29,-1.0
18,instruction,237,0,14,251,380,19,0.25468347936924574,0.3837121212121213,0.09932659932659932,0.9743589743589745,0,23,15,0,19,14,0,0,0,0,24,-1.0
19,instruction,238,0,16,254,390,20,0.27261311653923676,0.3837121212121213,0.09932659932659932,0.9743589743589745,0,24,16,0,22,16,0,0,0,0,25,-1.0
74,requests,206,0,12,218,348,16,0.2515842262243101,0.3920875420875421,0.08813131313131313,1.0,0,22,19,0,18,18,0,0,0,0,23,-1.0
75,requests,189,0,11,200,319,16,0.24117300354926105,0.393939393939394,0.09090909090909093,1.0,0,20,19,0,17,18,0,0,0,0,21,-1.0
72,assertives,218,0,13,231,372,16,0.247006728937992,0.3905205905205905,0.08578088578088579,1.0,0,23,18,0,15,14,0,0,0,0,24,-1.0
73,requests,219,0,13,232,373,17,0.24977337412205902,0.3922299922299922,0.08834498834498834,1.0,0,24,19,0,19,18,0,0,0,0,25,-1.0
70,instruction,218,0,13,231,365,17,0.26172797305733514,0.39269619269619266,0.08904428904428906,1.0,0,23,16,0,17,14,0,0,0,0,24,-1.0
71,requests,233,0,14,247,399,17,0.2507471626754904,0.3907647907647907,0.08614718614718615,1.0,0,25,18,0,17,16,0,0,0,0,26,-1.0
6,assertives,257,0,20,277,440,18,0.18978521521508884,0.3750596342433078,0.08215925488652762,0.9791666666666666,0,26,17,0,26,17,0,0,0,0,29,-1.0
7,instruction,244,0,19,263,416,17,0.17699895534683366,0.3752776209297949,0.08374528697109343,0.9777777777777777,0,25,16,0,24,15,0,0,0,0,27,-1.0
5,instruction,228,0,19,247,384,20,0.19515410875251613,0.3804457953394124,0.11086309523809523,0.9555555555555555,0,23,16,0,21,15,0,0,0,0,23,-1.0
8,requests,262,0,20,282,453,17,0.16742845156317995,0.36757575757575767,0.089572192513369,0.9583333333333334,0,27,16,0,23,15,0,0,0,0,30,-1.0
9,requests,255,0,20,275,438,17,0.1673611254295876,0.3706060606060607,0.09402852049910874,0.9583333333333333,0,26,16,0,23,16,0,0,0,0,29,-1.0
69,instruction,215,0,12,227,350,18,0.28817612513632374,0.3925925925925926,0.0888888888888889,1.0,0,22,15,0,17,13,0,0,0,0,23,-1.0
68,instruction,200,0,10,210,311,18,0.31908960465462793,0.3923232323232323,0.0884848484848485,1.0,0,20,14,0,17,11,0,0,0,0,21,-1.0
65,assertives,172,0,4,176,218,20,0.4303879948525753,0.38838383838383844,0.08257575757575757,1.0,0,22,11,0,16,6,0,0,0,0,17,-1.0
64,instruction,169,0,3,172,196,20,0.3920981982033547,0.4033670033670034,0.10505050505050505,1.0,0,21,10,0,16,5,0,0,0,0,17,-1.0
66,instruction,181,0,7,188,254,19,0.3383402430099685,0.3900432900432901,0.08506493506493507,1.0,0,21,12,0,17,8,0,0,0,0,17,-1.0
61,instruction,163,0,2,165,168,32,0.03360013474071242,0.3583333333333333,0.25555555555555554,0.6666666666666666,0,16,1,0,6,0,0,0,0,0,16,-1.0
60,instruction,163,0,2,165,168,32,0.03360013474071241,0.3583333333333333,0.25555555555555554,0.6666666666666666,0,16,1,0,8,0,0,0,0,0,16,-1.0
62,instruction,164,0,3,167,176,32,0.1062397939283419,0.37823129251700677,0.19619047619047617,0.8333333333333333,0,22,8,0,16,0,0,0,0,0,16,-1.0
52,instruction,219,0,16,235,376,17,0.17126692518910447,0.38949964763918254,0.10626959247648902,0.9761904761904763,0,22,18,0,20,18,0,0,0,0,24,-1.0
57,assertives,226,0,15,241,379,17,0.24396796881642827,0.39260042283298097,0.11086729362591431,0.9761904761904763,0,23,21,0,16,14,0,0,0,0,24,-1.0
58,requests,248,0,16,264,416,18,0.22646179564905664,0.38939393939393957,0.10469208211143692,0.9777777777777779,0,25,26,0,24,25,0,0,0,0,25,-1.0
59,instruction,163,0,2,165,168,32,0.03360013474071241,0.3583333333333333,0.25555555555555554,0.6666666666666666,0,16,1,0,10,0,0,0,0,0,16,-1.0
50,assertives,245,0,18,263,426,17,0.17572662476565717,0.387322201607916,0.10036730945821855,0.9791666666666667,0,26,18,0,22,18,0,0,0,0,28,-1.0
